rule_0,36.230.166.13
rule_1070,68.147.81.230
rule_1071,107.145.166.151
rule_1072,23.55.128.103
rule_1073,93.108.108.62
rule_1074,159.124.41.243
rule_1075,77.74.124.246
rule_1076,176.167.180.179
rule_1077,125.122.185.251
rule_1078,73.155.135.124
rule_1079,48.165.143.165
rule_1080,167.199.119.197
rule_1081,12.153.221.147
rule_1082,149.133.253.236
rule_1083,169.88.57.87
rule_1084,109.14.141.121
rule_1085,170.220.157.93
rule_1086,10.248.36.86
rule_1087,187.60.221.229
rule_1088,147.74.235.89
rule_1089,153.223.182.198
rule_1090,91.76.181.213
rule_1091,122.39.54.211
rule_1092,11.153.20.141
rule_1093,171.6.51.235
rule_1094,162.3.10.175
rule_1095,136.218.112.16
rule_1096,107.112.78.28
rule_1097,183.212.194.18
rule_1098,43.88.135.2
rule_1099,180.197.196.194
rule_1100,29.155.181.43
rule_1101,79.144.31.53
rule_1102,127.202.147.212
rule_1103,176.209.135.191
rule_1104,88.79.189.191
rule_1105,147.219.161.247
rule_1106,37.169.141.131
rule_1107,37.203.180.220
rule_1108,90.95.188.138
rule_1109,123.42.15.182
rule_1110,139.209.136.173
rule_1111,145.156.221.91
rule_1112,17.18.102.134
rule_1113,14.121.22.175
rule_1114,30.9.139.218
rule_1115,67.240.9.17
rule_1116,163.162.99.113
rule_1117,35.222.236.3
rule_1118,142.96.5.147
rule_1119,16.78.164.77
rule_1120,190.101.140.33
rule_1121,141.14.203.40
rule_1122,66.234.6.85
rule_1123,43.29.80.131
rule_1124,22.120.234.107
rule_1125,68.84.33.47
rule_1126,77.251.94.138
rule_1127,121.162.69.208
rule_1128,176.223.92.216
rule_1129,35.31.187.70
rule_1130,39.217.18.175
rule_1131,97.45.113.101
rule_1132,167.254.239.182
rule_1133,82.208.43.19
rule_1134,121.5.190.123
rule_1135,134.245.212.34
rule_1136,135.74.18.85
rule_1137,88.202.13.91
rule_1138,118.153.72.142
rule_1139,23.165.11.55
rule_1140,120.223.196.23
rule_1141,127.179.48.238
rule_1142,73.28.220.114
rule_1143,12.229.8.250
rule_1144,133.86.249.155
rule_1145,101.6.53.246
rule_1146,150.19.192.8
rule_1147,95.44.237.19
rule_1148,44.211.99.125
rule_1149,117.162.43.247
rule_1150,167.2.239.118
rule_1151,11.4.201.65
rule_1152,157.91.201.22
rule_1153,130.206.223.13
rule_1154,89.87.230.34
rule_1155,156.212.211.128
rule_1156,170.13.182.109
rule_1157,107.210.53.6
rule_1158,163.58.8.174
rule_1159,55.253.138.111
rule_1160,51.49.247.189
rule_1161,38.168.7.111
rule_1162,147.124.135.145
rule_1163,170.101.238.146
rule_1164,114.55.52.242
rule_1165,185.33.75.185
rule_1166,95.40.135.70
rule_1167,47.211.53.128
rule_1168,145.59.68.143
rule_1169,106.160.144.140
rule_1170,57.132.210.217
rule_1171,28.218.51.217
rule_1172,169.73.185.7
rule_1173,143.141.188.2
rule_1174,92.225.182.124
rule_1175,94.90.143.36
rule_1176,85.225.25.149
rule_1177,37.161.82.126
rule_1178,183.225.5.195
rule_1179,137.13.111.247
rule_1180,60.118.60.27
rule_1181,111.92.130.239
rule_1182,142.250.59.152
rule_1183,116.116.177.60
rule_1184,157.217.157.148
rule_1185,92.172.44.41
rule_1186,78.67.76.52
rule_1187,180.181.136.19
rule_1188,27.108.64.191
rule_1189,67.19.48.224
rule_1190,85.136.12.132
rule_1191,119.224.19.248
rule_1192,164.62.207.114
rule_1193,156.163.62.104
rule_1194,180.217.162.98
rule_1195,171.210.10.203
rule_1196,41.48.127.55
rule_1197,63.166.238.14
rule_1198,141.91.193.117
rule_1199,90.94.31.251
rule_1200,62.137.151.214
rule_1201,111.21.11.16
rule_1202,79.213.129.57
rule_1203,139.134.28.117
rule_1204,102.4.110.11
rule_1205,144.73.57.52
rule_1206,11.129.117.19
rule_1207,120.222.74.198
rule_1208,65.3.151.79
rule_1209,168.107.221.168
rule_1210,148.50.35.153
rule_1211,50.239.62.104
rule_1212,88.190.2.79
rule_1213,112.45.157.3
rule_1214,118.100.245.211
rule_1215,183.111.222.161
rule_1216,62.145.156.55
rule_1217,82.131.38.210
rule_1218,139.225.175.145
rule_1219,15.32.45.118
rule_1220,12.237.128.160
rule_1221,70.64.244.163
rule_1222,119.249.50.44
rule_1223,135.208.43.2
rule_1224,119.182.210.77
rule_1225,150.238.123.102
rule_1226,182.119.10.164
rule_1227,35.168.216.220
rule_1228,117.234.217.82
rule_1229,40.5.90.214
rule_1230,168.91.182.36
rule_1231,65.240.37.207
rule_1232,129.230.65.196
rule_1233,47.196.176.83
rule_1234,47.33.125.50
rule_1235,85.221.15.249
rule_1236,130.118.155.190
rule_1237,96.20.87.85
rule_1238,36.154.121.88
rule_1239,57.43.148.29
rule_1240,182.20.152.241
rule_1241,141.37.1.196
rule_1242,119.21.146.179
rule_1243,168.15.123.146
rule_1244,40.195.220.199
rule_1245,78.203.56.157
rule_1246,144.235.137.18
rule_1247,28.158.39.236
rule_1248,169.150.135.24
rule_1249,40.78.143.138
rule_1250,101.44.188.57
rule_1251,180.115.113.62
rule_1252,87.96.206.129
rule_1253,82.206.65.135
rule_1254,163.193.94.171
rule_1255,39.1.114.226
rule_1256,127.47.188.8
rule_1257,156.153.85.124
rule_1258,134.105.55.251
rule_1259,104.104.60.138
rule_1260,130.219.113.39
rule_1261,97.132.222.49
rule_1262,72.49.55.104
rule_1263,173.194.90.190
rule_1264,159.245.102.54
rule_1265,139.108.175.104
rule_1266,138.199.106.10
rule_1267,113.82.64.30
rule_1268,79.75.104.181
rule_1269,12.2.175.190
rule_1270,157.44.127.83
rule_1271,13.243.91.54
rule_1272,46.151.171.64
rule_1273,75.35.200.171
rule_1274,76.249.85.211
rule_1275,111.47.77.225
rule_1276,49.229.112.93
rule_1277,15.71.27.155
rule_1278,23.16.113.226
rule_1279,187.180.20.230
rule_1280,64.102.219.58
rule_1281,37.113.131.54
rule_1282,80.132.15.100
rule_1283,84.67.9.152
rule_1284,114.97.203.3
rule_1285,17.132.235.91
rule_1286,72.236.191.132
rule_1287,151.188.34.94
rule_1288,164.250.108.253
rule_1289,18.164.180.178
rule_1290,184.246.190.72
rule_1291,56.250.7.99
rule_1292,164.152.45.50
rule_1293,64.197.30.159
rule_1294,37.225.43.136
rule_1295,153.184.142.229
rule_1296,132.21.88.23
rule_1297,126.84.161.205
rule_1298,92.116.140.154
rule_1299,117.98.245.194
rule_1300,69.79.108.112
rule_1301,147.152.100.218
rule_1302,75.115.20.89
rule_1303,102.213.228.28
rule_1304,65.66.114.245
rule_1305,69.94.102.9
rule_1306,66.243.203.144
rule_1307,95.232.110.125
rule_1308,173.226.63.211
rule_1309,150.134.99.24
rule_1310,114.151.205.1
rule_1311,163.82.7.174
rule_1312,155.139.229.99
rule_1313,111.181.10.104
rule_1314,161.150.15.11
rule_1315,115.137.26.47
rule_1316,99.141.89.94
rule_1317,166.63.61.25
rule_1318,189.101.10.230
rule_1319,108.185.232.41
rule_1320,31.119.86.175
rule_1321,151.15.222.77
rule_1322,173.197.20.105
rule_1323,178.107.205.32
rule_1324,99.35.71.195
rule_1325,56.48.113.124
rule_1326,181.43.30.176
rule_1327,98.246.212.7
rule_1328,154.38.248.179
rule_1329,32.153.170.224
rule_1330,107.105.27.203
rule_1331,117.140.193.178
rule_1332,89.63.203.9
rule_1333,24.4.175.4
rule_1334,162.30.121.234
rule_1335,169.136.128.74
rule_1336,117.4.216.39
rule_1337,189.214.67.10
rule_1338,141.9.23.11
rule_1339,42.93.220.118
rule_1340,46.55.189.21
rule_1341,55.1.224.104
rule_1342,102.141.143.151
rule_1343,148.24.110.137
rule_1344,39.18.111.153
rule_1345,188.35.149.92
rule_1346,36.123.160.111
rule_1347,135.55.197.141
rule_1348,138.141.150.72
rule_1349,180.217.202.158
rule_1350,154.134.83.107
rule_1351,36.145.97.205
rule_1352,44.97.83.32
rule_1353,122.129.11.172
rule_1354,46.249.184.127
rule_1355,79.210.34.57
rule_1356,14.101.39.29
rule_1357,134.119.47.182
rule_1358,122.8.161.146
rule_1359,161.119.165.113
rule_1360,142.136.221.25
rule_1361,66.108.95.186
rule_1362,153.208.8.89
rule_1363,158.93.238.61
rule_1364,18.78.4.185
rule_1365,126.237.246.196
rule_1366,140.167.60.112
rule_1367,189.73.2.201
rule_1368,178.45.159.191
rule_1369,181.79.249.240
rule_1370,85.12.62.70
rule_1371,180.131.75.205
rule_1372,48.45.221.134
rule_1373,101.54.8.182
rule_1374,189.110.121.24
rule_1375,70.242.184.244
rule_1376,107.85.177.139
rule_1377,115.187.158.107
rule_1378,89.188.63.223
rule_1379,146.62.153.192
rule_1380,116.50.184.248
rule_1381,152.217.203.219
rule_1382,189.226.253.127
rule_1383,187.202.224.159
rule_1384,168.220.149.160
rule_1385,180.115.37.131
rule_1386,137.107.47.200
rule_1387,138.63.146.118
rule_1388,144.189.254.124
rule_1389,87.111.252.47
rule_1390,50.168.206.88
rule_1391,95.30.226.187
rule_1392,162.116.180.173
rule_1393,48.189.149.47
rule_1394,132.132.23.192
rule_1395,165.67.204.70
rule_1396,16.152.23.125
rule_1397,125.127.42.147
rule_1398,80.119.50.213
rule_1399,98.127.200.221
rule_1400,57.52.22.102
rule_1401,28.132.119.249
rule_1402,117.120.77.33
rule_1403,184.74.140.5
rule_1404,190.56.64.149
rule_1405,70.66.115.51
rule_1406,117.117.165.86
rule_1407,16.1.63.52
rule_1408,23.172.29.46
rule_1409,61.39.206.106
rule_1410,189.117.253.75
rule_1411,142.32.18.186
rule_1412,103.168.204.77
rule_1413,19.119.204.150
rule_1414,58.254.118.219
rule_1415,78.201.52.46
rule_1416,31.160.237.249
rule_1417,83.183.30.210
rule_1418,39.232.35.173
rule_1419,48.131.65.253
rule_1420,184.117.36.215
rule_1421,90.14.155.65
rule_1422,116.78.130.150
rule_1423,171.95.1.101
rule_1424,49.247.181.179
rule_1425,69.163.98.174
rule_1426,69.230.66.131
rule_1427,47.217.148.68
rule_1428,172.237.247.43
rule_1429,84.195.229.96
rule_1430,71.172.146.95
rule_1431,143.81.18.38
rule_1432,180.102.192.96
rule_1433,185.20.240.110
rule_1434,83.1.53.29
rule_1435,19.113.75.217
rule_1436,165.138.175.30
rule_1437,84.97.161.72
rule_1438,104.181.22.75
rule_1439,148.251.23.62
rule_1440,47.164.189.21
rule_1441,28.13.90.128
rule_1442,95.54.207.44
rule_1443,45.222.214.244
rule_1444,117.238.167.227
rule_1445,171.10.132.130
rule_1446,105.102.41.117
rule_1447,176.27.41.103
rule_1448,35.38.239.9
rule_1449,117.230.194.175
rule_1450,155.59.192.86
rule_1451,48.4.240.98
rule_1452,39.5.39.156
rule_1453,94.56.134.23
rule_1454,50.10.130.90
rule_1455,40.183.223.60
rule_1456,107.84.47.121
rule_1457,171.111.41.116
rule_1458,162.152.49.238
rule_1459,161.208.65.78
rule_1460,96.145.55.36
rule_1461,120.16.238.52
rule_1462,18.96.78.215
rule_1463,146.214.50.228
rule_1464,74.176.167.165
rule_1465,147.87.226.51
rule_1466,152.73.195.227
rule_1467,95.162.35.82
rule_1468,84.134.27.128
rule_1469,19.46.170.146
rule_1470,173.197.27.133
rule_1471,30.89.88.141
rule_1472,176.222.18.25
rule_1473,72.225.113.22
rule_1474,65.16.249.135
rule_1475,155.19.93.186
rule_1476,137.138.208.68
rule_1477,174.66.242.10
rule_1478,71.116.217.38
rule_1479,86.6.244.162
rule_1480,100.99.243.44
rule_1481,27.219.214.72
rule_1482,68.198.95.36
rule_1483,54.65.149.228
rule_1484,49.195.80.112
rule_1485,125.161.178.226
rule_1486,152.4.177.241
rule_1487,159.49.67.22
rule_1488,184.219.183.5
rule_1489,16.125.198.184
rule_1490,126.34.197.175
rule_1491,59.11.74.141
rule_1492,53.189.52.232
rule_1493,85.112.25.12
rule_1494,178.7.33.183
rule_1495,114.42.197.13
rule_1496,59.232.222.38
rule_1497,38.173.160.86
rule_1498,164.109.168.174
rule_1499,16.151.223.185
rule_1500,159.244.73.88
rule_1501,101.214.3.137
rule_1502,11.232.80.70
rule_1503,10.59.108.175
rule_1504,162.14.198.135
rule_1505,11.39.254.151
rule_1506,156.150.249.210
rule_1507,68.84.218.225
rule_1508,14.143.184.101
rule_1509,130.245.188.36
rule_1510,87.223.128.179
rule_1511,84.62.72.37
rule_1512,111.56.229.120
rule_1513,97.25.227.204
rule_1514,54.150.46.136
rule_1515,186.238.160.166
rule_1516,175.153.12.127
rule_1517,124.101.198.249
rule_1518,159.154.184.100
rule_1519,79.233.9.178
rule_1520,121.19.119.34
rule_1521,45.5.13.187
rule_1522,172.209.158.30
rule_1523,166.157.69.224
rule_1524,93.250.8.92
rule_1525,109.235.233.153
rule_1526,97.225.187.69
rule_1527,92.74.26.104
rule_1528,109.216.3.92
rule_1529,89.238.207.20
rule_1530,164.166.22.133
rule_1531,165.40.6.220
rule_1532,105.208.186.179
rule_1533,180.141.165.9
rule_1534,179.233.200.242
rule_1535,77.58.90.90
rule_1536,25.89.71.4
rule_1537,114.188.114.29
rule_1538,173.180.46.59
rule_1539,128.86.122.17
rule_1540,144.194.138.246
rule_1541,147.233.59.190
rule_1542,181.70.8.160
rule_1543,85.104.84.232
rule_1544,14.119.152.93
rule_1545,175.227.21.196
rule_1546,155.18.250.77
rule_1547,35.213.185.87
rule_1548,63.139.79.222
rule_1549,101.186.206.230
rule_1550,28.76.253.61
rule_1551,100.170.121.151
rule_1552,78.121.161.48
rule_1553,190.113.211.204
rule_1554,50.55.210.245
rule_1555,103.241.71.24
rule_1556,158.196.18.202
rule_1557,125.83.15.82
rule_1558,154.158.131.151
rule_1559,24.36.215.185
rule_1560,189.217.127.97
rule_1561,102.167.66.135
rule_1562,69.93.166.138
rule_1563,122.162.236.197
rule_1564,17.48.229.131
rule_1565,132.64.114.165
rule_1566,186.224.176.230
rule_1567,79.21.103.109
rule_1568,131.186.15.237
rule_1569,113.232.62.152
rule_1570,28.6.201.58
rule_1571,75.245.170.64
rule_1572,145.1.166.192
rule_1573,92.11.55.15
rule_1574,84.148.125.82
rule_1575,83.4.176.11
rule_1576,11.107.93.169
rule_1577,16.216.122.170
rule_1578,69.209.92.198
rule_1579,91.13.204.142
rule_1580,114.40.64.253
rule_1581,28.75.33.221
rule_1582,67.117.34.227
rule_1583,191.134.88.246
rule_1584,175.32.75.199
rule_1585,138.6.178.41
rule_1586,67.86.243.193
rule_1587,46.228.69.118
rule_1588,117.15.111.221
rule_1589,41.102.206.190
rule_1590,62.44.82.70
rule_1591,109.103.118.125
rule_1592,46.224.179.149
rule_1593,157.228.18.71
rule_1594,36.239.246.193
rule_1595,149.89.241.142
rule_1596,59.22.6.96
rule_1597,108.196.92.240
rule_1598,79.20.244.176
rule_1599,159.228.59.247
rule_1600,145.20.83.127
rule_1601,75.83.41.241
rule_1602,116.217.27.148
rule_1603,152.55.70.145
rule_1604,21.253.1.122
rule_1605,24.7.118.231
rule_1606,36.124.246.50
rule_1607,163.105.174.158
rule_1608,30.27.148.152
rule_1609,91.179.47.25
rule_1610,133.227.41.1
rule_1611,42.120.222.10
rule_1612,13.14.252.151
rule_1613,170.230.243.130
rule_1614,21.59.104.125
rule_1615,157.205.191.214
rule_1616,10.174.67.12
rule_1617,21.32.146.191
rule_1618,66.105.39.6
rule_1619,182.84.76.91
rule_1620,140.191.161.205
rule_1621,18.137.93.114
rule_1622,61.169.213.14
rule_1623,157.247.126.111
rule_1624,163.133.239.52
rule_1625,81.229.120.9
rule_1626,109.197.86.26
rule_1627,189.203.138.241
rule_1628,143.15.143.10
rule_1629,164.189.201.231
rule_1630,185.111.24.148
rule_1631,55.219.245.246
rule_1632,36.95.137.124
rule_1633,77.78.59.57
rule_1634,27.30.213.31
rule_1635,182.176.224.115
rule_1636,153.110.239.150
rule_1637,178.16.15.206
rule_1638,131.9.185.253
rule_1639,158.232.157.206
rule_1640,169.73.30.192
rule_1641,45.88.248.222
rule_1642,178.46.75.125
rule_1643,50.223.137.60
rule_1644,163.200.152.8
rule_1645,13.191.51.77
rule_1646,100.240.102.171
rule_1647,156.37.140.184
rule_1648,12.183.243.197
rule_1649,51.125.13.145
rule_1650,40.224.100.3
rule_1651,107.42.202.4
rule_1652,23.232.156.36
rule_1653,50.251.202.219
rule_1654,120.199.80.152
rule_1655,86.69.95.78
rule_1656,36.205.42.137
rule_1657,26.143.43.175
rule_1658,179.92.171.40
rule_1659,157.190.98.253
rule_1660,105.120.61.223
rule_1661,18.53.168.139
rule_1662,43.78.146.95
rule_1663,168.57.42.123
rule_1664,38.71.19.184
rule_1665,81.32.144.107
rule_1666,147.241.184.143
rule_1667,129.20.63.8
rule_1668,171.16.38.207
rule_1669,177.151.101.122
rule_1670,134.47.18.63
rule_1671,16.204.194.178
rule_1672,181.88.93.166
rule_1673,49.27.114.230
rule_1674,94.140.151.14
rule_1675,100.191.19.109
rule_1676,87.147.184.34
rule_1677,65.98.116.212
rule_1678,59.154.147.203
rule_1679,59.135.190.112
rule_1680,65.110.89.202
rule_1681,53.204.136.203
rule_1682,164.63.27.142
rule_1683,30.223.155.112
rule_1684,187.198.121.16
rule_1685,31.113.126.204
rule_1686,102.254.40.209
rule_1687,143.89.248.197
rule_1688,92.140.252.69
rule_1689,96.219.101.234
rule_1690,140.12.242.225
rule_1691,129.181.44.9
rule_1692,171.86.141.133
rule_1693,43.225.125.66
rule_1694,166.242.20.62
rule_1695,63.100.168.212
rule_1696,21.123.8.100
rule_1697,51.108.53.178
rule_1698,75.125.26.127
rule_1699,40.160.186.189
rule_1700,10.234.239.156
rule_1701,11.24.73.114
rule_1702,64.226.2.126
rule_1703,131.190.77.19
rule_1704,16.69.2.118
rule_1705,127.147.234.74
rule_1706,156.45.7.45
rule_1707,26.77.145.211
rule_1708,25.128.179.91
rule_1709,111.225.202.93
rule_1710,183.214.232.180
rule_1711,119.97.103.140
rule_1712,41.54.77.101
rule_1713,142.210.178.188
rule_1714,155.144.231.6
rule_1715,49.242.74.109
rule_1716,144.223.164.129
rule_1717,99.219.199.140
rule_1718,58.70.28.124
rule_1719,162.4.174.85
rule_1720,50.134.123.60
rule_1721,61.110.116.157
rule_1722,151.144.183.181
rule_1723,20.230.152.236
rule_1724,104.176.32.90
rule_1725,164.226.156.1
rule_1726,129.164.27.196
rule_1727,159.126.166.58
rule_1728,49.124.237.55
rule_1729,105.221.122.243
rule_1730,186.220.180.100
rule_1731,35.167.212.101
rule_1732,68.240.237.181
rule_1733,176.101.129.160
rule_1734,125.211.176.171
rule_1735,21.241.168.14
rule_1736,98.187.28.17
rule_1737,123.102.3.61
rule_1738,88.20.219.123
rule_1739,121.202.130.21
rule_1740,158.52.205.173
rule_1741,54.109.13.154
rule_1742,83.222.207.17
rule_1743,43.84.18.198
rule_1744,86.206.167.178
rule_1745,112.152.94.30
rule_1746,68.187.85.105
rule_1747,20.147.111.126
rule_1748,168.203.162.97
rule_1749,26.32.169.235
rule_1750,65.9.97.51
rule_1751,152.117.68.84
rule_1752,100.54.156.85
rule_1753,157.209.18.235
rule_1754,93.32.210.82
rule_1755,168.73.168.90
rule_1756,105.218.88.12
rule_1757,12.231.33.209
rule_1758,45.221.117.227
rule_1759,189.40.32.122
rule_1760,173.216.132.5
rule_1761,59.154.100.216
rule_1762,159.141.44.246
rule_1763,188.235.146.110
rule_1764,52.137.228.15
rule_1765,76.18.174.60
rule_1766,98.170.27.116
rule_1767,78.54.152.44
rule_1768,152.153.247.67
rule_1769,182.190.180.49
rule_1770,94.252.178.240
rule_1771,114.224.13.28
rule_1772,35.63.186.89
rule_1773,58.27.86.99
rule_1774,149.99.19.22
rule_1775,98.253.238.57
rule_1776,106.3.137.98
rule_1777,186.188.143.236
rule_1778,126.4.230.40
rule_1779,177.128.9.62
rule_1780,86.28.63.235
rule_1781,163.211.73.163
rule_1782,87.56.27.146
rule_1783,151.10.35.147
rule_1784,48.151.206.144
rule_1785,170.217.40.254
rule_1786,147.181.12.147
rule_1787,52.38.236.221
rule_1788,28.45.117.28
rule_1789,26.65.112.138
rule_1790,98.146.197.206
rule_1791,154.146.74.5
rule_1792,183.230.126.84
rule_1793,15.192.42.92
rule_1794,76.90.111.74
rule_1795,137.211.148.45
rule_1796,114.58.80.173
rule_1797,81.183.136.22
rule_1798,175.121.156.69
rule_1799,172.38.136.129
rule_1800,44.154.181.53
rule_1801,158.55.44.165
rule_1802,76.72.157.242
rule_1803,175.32.215.165
rule_1804,135.193.164.90
rule_1805,67.232.246.160
rule_1806,125.21.134.131
rule_1807,23.123.87.122
rule_1808,190.88.188.128
rule_1809,183.246.248.136
rule_1810,139.152.87.141
rule_1811,117.137.28.4
rule_1812,136.158.161.69
rule_1813,178.67.70.218
rule_1814,67.246.163.109
rule_1815,108.244.124.110
rule_1816,10.24.253.145
rule_1817,135.78.47.97
rule_1818,46.72.253.167
rule_1819,22.233.221.71
rule_1820,159.120.120.175
rule_1821,123.244.23.193
rule_1822,102.198.136.169
rule_1823,21.67.191.183
rule_1824,114.72.49.173
rule_1825,132.185.41.2
rule_1826,50.214.132.122
rule_1827,159.21.134.44
rule_1828,163.12.212.176
rule_1829,190.126.251.108
rule_1830,77.9.22.151
rule_1831,34.115.220.196
rule_1832,171.133.138.229
rule_1833,72.86.167.168
rule_1834,163.201.33.236
rule_1835,148.64.125.93
rule_1836,181.57.10.57
rule_1837,151.150.134.125
rule_1838,147.221.29.188
rule_1839,88.59.115.138
rule_1840,168.1.115.34
rule_1841,31.212.176.198
rule_1842,101.42.74.27
rule_1843,182.25.40.227
rule_1844,148.131.34.44
rule_1845,27.23.188.32
rule_1846,24.118.193.99
rule_1847,148.27.116.246
rule_1848,18.172.107.49
rule_1849,90.58.36.34
rule_1850,28.113.31.201
rule_1851,62.4.66.31
rule_1852,146.222.132.108
rule_1853,15.56.51.201
rule_1854,27.146.219.119
rule_1855,183.169.98.84
rule_1856,27.207.30.48
rule_1857,31.61.27.67
rule_1858,40.69.5.152
rule_1859,90.238.188.227
rule_1860,40.222.18.80
rule_1861,56.157.182.27
rule_1862,155.159.121.224
rule_1863,132.249.107.61
rule_1864,67.56.61.114
rule_1865,26.179.58.55
rule_1866,135.167.239.237
rule_1867,112.40.123.249
rule_1868,19.242.6.203
rule_1869,106.105.51.85
rule_1870,37.44.102.147
rule_1871,66.4.169.152
rule_1872,161.22.141.80
rule_1873,187.220.68.11
rule_1874,101.242.192.251
rule_1875,110.52.26.4
rule_1876,118.226.58.140
rule_1877,136.12.38.220
rule_1878,109.91.108.107
rule_1879,91.143.44.109
rule_1880,125.120.24.163
rule_1881,21.206.14.201
rule_1882,128.38.149.174
rule_1883,181.40.224.33
rule_1884,174.152.236.3
rule_1885,145.145.126.154
rule_1886,116.152.125.183
rule_1887,73.126.58.200
rule_1888,187.132.111.122
rule_1889,40.14.115.68
rule_1890,70.120.100.150
rule_1891,86.26.127.26
rule_1892,190.113.50.153
rule_1893,188.196.75.19
rule_1894,22.63.78.30
rule_1895,132.10.75.149
rule_1896,37.231.217.127
rule_1897,187.58.129.201
rule_1898,156.193.51.27
rule_1899,69.214.91.72
rule_1900,126.63.55.152
rule_1901,134.169.134.44
rule_1902,132.71.211.145
rule_1903,34.195.165.126
rule_1904,36.54.17.160
